Est.:;Cidade:
GO ;NOVO GAMA
SP ;OSASCO
RS ;PASSO FUNDO
SP ;SALES OLIVEIRA
SP ;ITAPETININGA
SP ;SÃO JOSÉ DO RIO PARDO
SP ;SÃO PAULO
SP ;PORTO FERREIRA
SP ;SÃO PAULO
SP ;SÃO JOSÉ DO RIO PARDO
SP ;SÃO PAULO
MG ;GUAXUPÉ
SP ;SANTA CRUZ DAS PALMEIRAS
MG ;CABO VERDE
SP ;SÃO PAULO
SP ;LIMEIRA
SP ;RIO CLARO
SP ;LIMEIRA
SP ;SÃO PAULO
SP ;ESPÍRITO SANTO DO PINHAL
MG ;MUZAMBINHO
MG ;MUZAMBINHO
MG ;LAMBARI
SP ;SÃO PAULO
SP ;SANTO ANTÔNIO DE POSSE
SP ;São José do Rio Pardo
MG ;POÇOS DE CALDAS
MG ;São Sebastião do Paraíso
SP ;SÃO PAULO
MG ;JURUAIA
GO ;PLANALTINA
RO ;BURITIS
SP ;RIBEIRÃO PRETO
SP ;RIBEIRÃO PRETO
SP ;SERRANA
SP ;RIBEIRÃO PRETO
SP ;RIBEIRÃO PRETO
SP ;PORTO FERREIRA
SP ;SÃO PAULO
SP ;CAMPOS DO JORDÃO
SP ;APARECIDA
SP ;LEME
SP ;ITAPECERICA DA SERRA
SP ;SÃO PAULO
SP ;TAUBATÉ
MG ;POÇOS DE CALDAS
SP ;SÃO PAULO
SP ;HOLAMBRA
MG ;ANDRADAS
SP ;LIMEIRA
SP ;MOCOCA
ES ;VITÓRIA
SP ;CASA BRANCA
MG ;GUARANÉSIA
SP ;APARECIDA
SP ;VARGEM GRANDE DO SUL
SP ;SÃO JOSÉ DO RIO PARDO
PB ;JOÃO PESSOA
SP ;ATIBAIA
SE ;ITABAIANA
DF ;BRASÍLIA
SP ;SÃO PAULO
PI ;PEDRO II
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;AMERICANA
GO ;GOIÂNIA
SP ;ILHABELA
RN ;NATAL
SP ;SÃO PAULO
RJ ;DUQUE DE CAXIAS
SP ;SÃO PAULO
ES ;CACHOEIRO DE ITAPEMIRIM
SE ;ITABAIANA
RS ;CHAPADA
SP ;CARAPICUÍBA
RS ;NOVO HAMBURGO
SP ;ARTUR NOGUEIRA
SP ;SANTO ANDRÉ
ES ;CACHOEIRO DE ITAPEMIRIM
SC ;PIRATUBA
DF ;BRASÍLIA
SP ;SOROCABA
PA ;BRAGANÇA
GO ;GOIÂNIA
SP ;VOTORANTIM
SP ;SOROCABA
SP ;SÃO PAULO
SP ;SUZANO
ES ;LINHARES
SP ;SÃO CARLOS
SP ;SÃO PAULO
MG ;PRATA
ES ;SÃO MATEUS
SE ;MALHADOR
SP ;SÃO CARLOS
SP ;SÃO CARLOS
SP ;PIRACICABA
GO ;GOIÂNIA
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
PR ;FOZ DO IGUAÇU
SE ;ARACAJU
AP ;MACAPÁ
SP ;INDAIATUBA
SP ;SÃO PAULO
AL ;MACEIÓ
SE ;ARACAJU
PR ;CURITIBA
RJ ;NITERÓI
PE ;PETROLINA
SP ;SÃO PAULO
SP ;RIBEIRÃO PRETO
MG ;BELO HORIZONTE
SP ;COROADOS
SP ;VALINHOS
GO ;GOIÂNIA
SP ;ARAÇATUBA
AL ;MACEIÓ
MG ;ITAOBIM
GO ;ANÁPOLIS
SC ;TUBARÃO
RN ;NATAL
SC ;FLORIANÓPOLIS
MG ;JUIZ DE FORA
TO ;ARAGUAÍNA
SP ;SÃO JOSÉ DOS CAMPOS
MG ;ITABIRITO
MA ;BALSAS
RJ ;CABO FRIO
RO ;PORTO VELHO
AL ;MACEIÓ
GO ;GOIÂNIA
MG ;UBERABA
MG ;BELO HORIZONTE
SP ;SÃO PAULO
SP ;GUARULHOS
MG ;BELO HORIZONTE
SP ;SÃO PAULO
SP ;IARAS
SP ;TORRINHA
MG ;ITAJUBÁ
MG ;ITAJUBÁ
MG ;ITAJUBÁ
MG ;CONGONHAL
PA ;TRACUATEUA
DF ;BRASÍLIA
SP ;SÃO JOSÉ DOS CAMPOS
RJ ;PETRÓPOLIS
PE ;VITÓRIA DE SANTO ANTÃO
BA ;ITACARÉ
RS ;CANOAS
GO ;INHUMAS
PR ;FOZ DO IGUAÇU
MG ;PARACATU
DF ;BRASÍLIA
SP ;SÃO PAULO
AL ;MACEIÓ
BA ;SALVADOR
RN ;MOSSORÓ
RJ ;RIO DE JANEIRO
SP ;ITAPETININGA
CE ;JUAZEIRO DO NORTE
SP ;BARRETOS
SP ;BARRETOS
SP ;SÃO VICENTE
MG ;VIÇOSA
MG ;PASSOS
SP ;SÃO PAULO
SP ;SÃO PAULO
RS ;OSÓRIO
SP ;JABOTICABAL
SP ;SÃO PAULO
SP ;RIO DAS PEDRAS
SP ;SÃO JOÃO DA BOA VISTA
PR ;CASCAVEL
PR ;CASCAVEL
PR ;CASCAVEL
PA ;BELÉM
SC ;NAVEGANTES
MT ;CUIABÁ
PA ;BELÉM
SP ;ATIBAIA
ES ;VILA VELHA
PE ;RECIFE
SP ;SÃO PAULO
BA ;Luís Eduardo Magalhães
PB ;JOÃO PESSOA
SC ;CHAPECÓ
PB ;GUARABIRA
SP ;ATIBAIA
SP ;PINHALZINHO
SP ;BRAGANÇA PAULISTA
AM ;MANAUS
GO ;ANÁPOLIS
AM ;MANAUS
MG ;JACUTINGA
MG ;MUZAMBINHO
MG ;BUENO BRANDÃO
SP ;SOCORRO
MG ;CONSELHEIRO LAFAIETE
PB ;JOÃO PESSOA
PB ;JOÃO PESSOA
RS ;SERTÃO
SP ;SÃO PAULO
MG ;BANDEIRA DO SUL
DF ;BRASÍLIA
DF ;BRASÍLIA
PB ;JOÃO PESSOA
SP ;SUMARÉ
SP ;PIRACICABA
SP ;CAMPINAS
SP ;VINHEDO
SP ;SANTA FÉ DO SUL
TO ;ARAGUAÍNA
SP ;DIADEMA
RS ;NONOAI
ES ;VILA VELHA
SP ;SÃO PAULO
MG ;BELO HORIZONTE
BA ;CAPIM GROSSO
BA ;IBIRATAIA
RS ;PORTO ALEGRE
GO ;GOIÂNIA
SP ;Embu-Guaçu
SP ;SÃO PAULO
SP ;ITAPECERICA DA SERRA
MG ;PATOS DE MINAS
SP ;SÃO PAULO
MG ;MUZAMBINHO
SP ;SÃO PAULO
SP ;SÃO PAULO
CE ;FORTALEZA
SP ;INDAIATUBA
SP ;TAUBATÉ
SP ;AMÉRICO BRASILIENSE
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
MG ;BOTELHOS
SP ;MONTE ALTO
SP ;SÃO PAULO
SP ;TAQUARITINGA
SP ;SÃO PAULO
BA ;EUNÁPOLIS
SP ;SÃO PAULO
SC ;VIDEIRA
PR ;CURITIBA
MG ;CONTAGEM
SP ;MAIRIPORÃ
BA ;SALVADOR
MG ;UBERABA
SP ;SÃO PAULO
MA ;SÃO LUÍS
TO ;ARAGUAÍNA
RS ;SANTA CRUZ DO SUL
BA ;ITABUNA
MG ;POUSO ALEGRE
PB ;SANTA RITA
SP ;RIBEIRÃO PRETO
ES ;SÃO MATEUS
SP ;SÃO PAULO
RJ ;VOLTA REDONDA
BA ;BARREIRAS
RJ ;NITERÓI
PR ;SÃO JOSÉ DOS PINHAIS
SP ;INDAIATUBA
CE ;FORTALEZA
ES ;ICONHA
RR ;BOA VISTA
SC ;XANXERÊ
SC ;XANXERÊ
SP ;EMBU-GUAÇU
SP ;BRAGANÇA PAULISTA
SP ;PIRACICABA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;NOVO HORIZONTE
SP ;Penápolis
MG ;NOVA SERRANA
MG ;BELO HORIZONTE
SP ;OLÍMPIA
SP ;OLÍMPIA
SP ;BOTUCATU
SP ;PIRACICABA
SP ;FRANCA
MG ;SACRAMENTO
SP ;RIBEIRÃO PRETO
SP ;FRANCA
SP ;SÃO PAULO
SP ;SÃO PAULO
PI ;BOM JESUS
SC ;IÇARA
RJ ;GUAPIMIRIM
SP ;MOGI DAS CRUZES
RJ ;RIO DE JANEIRO
PR ;GUAÍRA
SP ;GUARULHOS
PB ;JOÃO PESSOA
RS ;SANTO ÂNGELO
MG ;BOTELHOS
SP ;SÃO PAULO
RS ;CAXIAS DO SUL
PR ;JAGUARIAÍVA
SP ;SÃO PAULO
MS ;CAMPO GRANDE
RN ;CAICÓ
SP ;SANTA BÁRBARA D'OESTE
SP ;SÃO PAULO
RS ;SANTA ROSA
MG ;PATOS DE MINAS
PR ;CASCAVEL
RJ ;VOLTA REDONDA
SP ;SÃO PAULO
RS ;PORTO ALEGRE
SP ;CAJAMAR
MS ;DOURADOS
BA ;ENTRE RIOS
ES ;VILA VELHA
BA ;CAMAÇARI
GO ;INHUMAS
ES ;CACHOEIRO DE ITAPEMIRIM
RJ ;RIO DE JANEIRO
RJ ;CAMPOS DOS GOYTACAZES
CE ;FORTALEZA
RN ;NATAL
GO ;LUZIÂNIA
SP ;SÃO PAULO
SP ;UBATUBA
MG ;BOTELHOS
SP ;OSASCO
SP ;SÃO PAULO
PB ;ALAGOA GRANDE
BA ;UBAITABA
GO ;GOIÂNIA
SP ;SÃO JOSÉ DOS CAMPOS
SP ;SÃO PAULO
SC ;CUNHA PORÃ
TO ;ARAGUAÍNA
SP ;SÃO PAULO
SP ;SÃO PAULO
GO ;GOIÂNIA
GO ;GOIÂNIA
PB ;CAMPINA GRANDE
BA ;LUÍS EDUARDO MAGALHÃES
SP ;SÃO PAULO
SP ;SÃO PAULO
SC ;CHAPECÓ
SP ;JUNDIAÍ
SP ;SÃO PAULO
SP ;JUNDIAÍ
SP ;SANTO ANDRÉ
SP ;OSASCO
SP ;SÃO PAULO
DF ;BRASÍLIA
RS ;PORTÃO
PR ;PINHAIS
PR ;VERA CRUZ DO OESTE
RJ ;RIO DE JANEIRO
SP ;SANTO ANDRÉ
PB ;CAMPINA GRANDE
ES ;VILA VELHA
SP ;SÃO PAULO
DF ;BRASÍLIA
GO ;GOIÂNIA
MG ;MANHUAÇU
PR ;PATO BRANCO
PR ;PATO BRANCO
PR ;CÉU AZUL
SP ;PIRACICABA
SP ;ITATIBA
SP ;ITATIBA
TO ;ARAGUAÍNA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;ITATIBA
SP ;ITATIBA
SP ;ITATIBA
ES ;SANTA MARIA DE JETIBÁ
RJ ;SANTO ANTÔNIO DE PÁDUA
BA ;SALVADOR
PR ;LONDRINA
RS ;XANGRI-LÁ
DF ;BRASÍLIA
SP ;SÃO JOSÉ DOS CAMPOS
SP ;COTIA
SP ;SÃO JOSÉ DOS CAMPOS
SP ;SÃO JOSÉ DOS CAMPOS
PR ;PRANCHITA
PR ;Santo Antônio do Sudoeste
SP ;SÃO PAULO
RS ;SANTO ÂNGELO
PE ;SANTA CRUZ DO CAPIBARIBE
SE ;LAGARTO
MT ;ALTA FLORESTA
ES ;VITÓRIA
MG ;VARGINHA
MG ;Três Corações
PR ;Clevelândia
MG ;GOVERNADOR VALADARES
PR ;CIANORTE
RS ;CAXIAS DO SUL
SP ;ITAPECERICA DA SERRA
PE ;IPOJUCA
GO ;ITUMBIARA
PI ;TERESINA
SP ;DIADEMA
DF ;BRASÍLIA
ES ;SERRA
BA ;IRECÊ
RS ;SÃO MARCOS
GO ;ANÁPOLIS
PA ;XINGUARA
PR ;PINHAIS
PR ;CURITIBA
RS ;SANANDUVA
ES ;Guaçuí
PB ;JOÃO PESSOA
MG ;POUSO ALEGRE
BA ;BAIXA GRANDE
MT ;CUIABÁ
PR ;SÃO JOSÉ DOS PINHAIS
SP ;SANTO ANDRÉ
SP ;SÃO PAULO
SP ;SANTA ISABEL
DF ;BRASÍLIA
MG ;POÇO FUNDO
DF ;BRASÍLIA
GO ;GOIÂNIA
ES ;SERRA
ES ;VITÓRIA
RJ ;RIO DE JANEIRO
SP ;PALMITAL
RJ ;RIO DE JANEIRO
ES ;CACHOEIRO DE ITAPEMIRIM
MG ;CONSELHEIRO LAFAIETE
RJ ;BARRA MANSA
ES ;CASTELO
SP ;SÃO PAULO
ES ;VILA VELHA
BA ;PORTO SEGURO
GO ;valparaíso de goiás
SP ;SÃO PAULO
SP ;GUARULHOS
SP ;SUMARÉ
ES ;VILA VELHA
RJ ;CAMPOS DOS GOYTACAZES
SP ;OSVALDO CRUZ
DF ;BRASÍLIA
BA ;PORTO SEGURO
GO ;ITUMBIARA
BA ;SALVADOR
TO ;PALMAS
SP ;SÃO PAULO
PE ;RIBEIRÃO
GO ;INHUMAS
MG ;PATROCÍNIO
SP ;SÃO PAULO
ES ;VILA VELHA
PB ;JOÃO PESSOA
MG ;Januária
SP ;SÃO PAULO
GO ;ANÁPOLIS
SP ;SÃO PAULO
SP ;MOGI DAS CRUZES
SP ;ITAPECERICA DA SERRA
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
MT ;JUSCIMEIRA
ES ;VILA VELHA
GO ;GOIANÉSIA
SP ;SÃO CAETANO DO SUL
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO JOÃO DA BOA VISTA
SP ;ÁGUAS DA PRATA
RJ ;PETRÓPOLIS
PR ;GUAÍRA
GO ;APARECIDA DE GOIÂNIA
SP ;RIBEIRÃO PRETO
SP ;SERTÃOZINHO
SP ;SERTÃOZINHO
ES ;VILA VELHA
SC ;SÃO MIGUEL DO OESTE
ES ;VILA VELHA
MG ;Guaxupé
SP ;SÃO PAULO
SP ;HORTOLÂNDIA
SP ;SÃO PAULO
DF ;BRASÍLIA
RJ ;RIO DE JANEIRO
SP ;SOROCABA
MG ;BELO HORIZONTE
GO ;APARECIDA DE GOIÂNIA
GO ;GOIÂNIA
RS ;PASSO FUNDO
MG ;ARAGUARI
SP ;SÃO PAULO
MT ;CUIABÁ
MS ;CAMPO GRANDE
SP ;SÃO PAULO
SP ;SÃO CARLOS
SP ;SÃO JOSÉ DO RIO PRETO
SP ;SÃO JOSÉ DO RIO PRETO
SP ;SÃO JOSÉ DO RIO PRETO
SP ;SÃO JOSÉ DO RIO PRETO
SP ;São José do Rio Preto
MG ;IPATINGA
MA ;SÃO LUÍS
SP ;BATATAIS
RS ;MONTENEGRO
RJ ;AREAL
SP ;JUNDIAÍ
SP ;SÃO PAULO
SP ;SÃO CARLOS
SP ;CATANDUVA
SP ;CATANDUVA
SP ;CATANDUVA
SP ;SÃO PAULO
SP ;GENERAL SALGADO
ES ;VILA VELHA
PB ;GUARABIRA
SP ;CAMPINAS
SC ;FLORIANÓPOLIS
SP ;CAMPINAS
SP ;JAGUARIÚNA
SP ;CAMPINAS
SP ;CAMPINAS
SP ;JUNDIAÍ
SP ;SERTÃOZINHO
SP ;MAIRIPORÃ
SP ;BAURU
PB ;JOÃO PESSOA
MS ;CAMPO GRANDE
SC ;SÃO LOURENÇO DO OESTE
MG ;UBERLÂNDIA
SP ;JABOTICABAL
DF ;BRASÍLIA
SP ;SOROCABA
MG ;BOTELHOS
GO ;APARECIDA DE GOIÂNIA
GO ;APARECIDA DE GOIÂNIA
PR ;PONTA GROSSA
RJ ;NITERÓI
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;BARUERI
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
PR ;MARINGÁ
ES ;CACHOEIRO DE ITAPEMIRIM
RS ;FARROUPILHA
SC ;SÃO JOSÉ
MG ;GOVERNADOR VALADARES
RS ;PORTO ALEGRE
SP ;SÃO PAULO
MT ;NOVA MUTUM
MG ;BELO HORIZONTE
ES ;MUNIZ FREIRE
RJ ;SÃO PEDRO DA ALDEIA
SP ;SÃO PAULO
MG ;UBÁ
PE ;SURUBIM
SP ;AMERICANA
RJ ;CASIMIRO DE ABREU
MG ;MUZAMBINHO
CE ;CAUCAIA
SC ;CAÇADOR
PE ;GRAVATÁ
GO ;GOIÂNIA
SP ;OURINHOS
MG ;GUAXUPÉ
SP ;AVARÉ
SP ;COTIA
PE ;RECIFE
SP ;GUARULHOS
SP ;POÁ
SP ;SÃO PAULO
PA ;BELÉM
SP ;COTIA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CARAPICUÍBA
SP ;SÃO PAULO
SP ;SANTO ANDRÉ
GO ;GOIÂNIA
PE ;RECIFE
SP ;SÃO PAULO
SP ;SÃO PAULO
AP ;MACAPÁ
RS ;PALMEIRA DAS MISSÕES
SP ;BAURU
GO ;ITUMBIARA
GO ;GOIÂNIA
PR ;UMUARAMA
SP ;LEME
SP ;LIMEIRA
SP ;CEDRAL
MG ;SANTA RITA DO SAPUCAÍ
SP ;LORENA
SP ;FRANCA
MG ;BELO HORIZONTE
MG ;BELO HORIZONTE
MG ;BELO HORIZONTE
MG ;SABARÁ
PA ;SANTARÉM
BA ;ITABUNA
SP ;SÃO ROQUE
SC ;PINHALZINHO
PR ;CURITIBA
BA ;ITABUNA
PI ;TERESINA
SP ;MOGI DAS CRUZES
SP ;AMPARO
CE ;FORTALEZA
SP ;LIMEIRA
SE ;LAGARTO
RS ;CACHOEIRINHA
DF ;BRASÍLIA
PA ;BELÉM
BA ;UBAITABA
SP ;PIRACICABA
RS ;LAJEADO
MT ;ALTA FLORESTA
PR ;PONTA GROSSA
SC ;ARARANGUÁ
RS ;VACARIA
PE ;ARCOVERDE
PR ;SANTA MARIANA
RJ ;NITERÓI
SE ;ARACAJU
MT ;CUIABÁ
PA ;OURILÂNDIA DO NORTE
RJ ;RIO DAS OSTRAS
PR ;SANTO ANTÔNIO DO SUDOESTE
TO ;PORTO NACIONAL
SP ;SÃO PAULO
RO ;PORTO VELHO
SP ;SÃO PAULO
RJ ;RIO DAS OSTRAS
SP ;SÃO PAULO
SP ;SÃO JOSÉ DO RIO PRETO
SP ;BARRETOS
SC ;SÃO JOSÉ
RS ;RONDA ALTA
SP ;BEBEDOURO
SP ;JABOTICABAL
SP ;BEBEDOURO
SE ;ARACAJU
PA ;BELÉM
AM ;MANAUS
GO ;GOIÂNIA
MG ;JUIZ DE FORA
SP ;GUARULHOS
PR ;PATO BRAGADO
GO ;GOIÂNIA
PR ;MARINGÁ
SP ;INDAIATUBA
RS ;PELOTAS
RS ;IJUÍ
PR ;ARARUNA
RO ;JI-PARANÁ
SP ;JACAREÍ
SP ;JACAREÍ
PR ;FOZ DO IGUAÇU
SP ;JACAREÍ
SP ;SANTA FÉ DO SUL
SP ;SÃO JOSÉ DOS CAMPOS
ES ;VILA VELHA
BA ;EUNÁPOLIS
GO ;JATAÍ
SP ;SÃO PAULO
MS ;TRÊS LAGOAS
RS ;FARROUPILHA
PR ;CURITIBA
SP ;SÃO PAULO
PI ;TERESINA
RJ ;RIO DE JANEIRO
RS ;PORTO ALEGRE
PA ;DOM ELISEU
SC ;SÃO JOSÉ
BA ;SALVADOR
PA ;SÃO FRANCISCO DO PARÁ
RS ;PORTO ALEGRE
MG ;UBERABA
MG ;UBERABA
MG ;UBERABA
MG ;UBERABA
MT ;GUARANTÃ DO NORTE
SP ;TAUBATÉ
MG ;GUAXUPÉ
SP ;ITAPETININGA
DF ;BRASÍLIA
SP ;GUARULHOS
SP ;SÃO JOSÉ DOS CAMPOS
RS ;TAQUARI
PR ;PARANAVAÍ
SP ;SÃO PAULO
SP ;SÃO CAETANO DO SUL
PR ;PALMAS
ES ;MUNIZ FREIRE
RN ;PARNAMIRIM
PA ;CASTANHAL
ES ;FUNDÃO
PE ;RECIFE
PB ;CAMPINA GRANDE
CE ;EUSÉBIO
RJ ;RIO DE JANEIRO
RS ;RIO GRANDE
AL ;ARAPIRACA
MS ;DOURADOS
MS ;COSTA RICA
RS ;CAXIAS DO SUL
RJ ;ITAPERUNA
RJ ;RIO DE JANEIRO
BA ;SALVADOR
RN ;NATAL
SP ;UBATUBA
SP ;SÃO PAULO
DF ;BRASÍLIA
SP ;SÃO PAULO
RO ;PORTO VELHO
BA ;FEIRA DE SANTANA
SP ;SÃO PEDRO
MG ;MUZAMBINHO
SP ;ubatuba
SC ;TUBARÃO
RJ ;ARMAÇÃO DOS BÚZIOS
SP ;SÃO CARLOS
RJ ;RIO DE JANEIRO
GO ;GOIÂNIA
SP ;SÃO PAULO
MG ;UBERLÂNDIA
MG ;UBERLÂNDIA
MG ;UBERLÂNDIA
MG ;UBERLÂNDIA
MG ;UBERLÂNDIA
DF ;BRASÍLIA
PR ;GUARAPUAVA
SP ;SÃO PAULO
SP ;BOTUCATU
SP ;LENÇÓIS PAULISTA
SP ;LENÇÓIS PAULISTA
RS ;CAXIAS DO SUL
SP ;SANTOS
SP ;BOTUCATU
SP ;SÃO PAULO
SP ;OSASCO
MG ;MUZAMBINHO
MG ;ITAJUBÁ
MG ;ITAJUBÁ
MG ;POUSO ALEGRE
PR ;PITANGA
PR ;MEDIANEIRA
BA ;ITABUNA
BA ;SANTO ANTÔNIO DE JESUS
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
ES ;LINHARES
MG ;DIVINÓPOLIS
SP ;SÃO PAULO
GO ;GOIÂNIA
SP ;TAUBATÉ
SP ;RIBEIRÃO PIRES
SP ;TAUBATÉ
GO ;GOIÂNIA
RJ ;PETRÓPOLIS
AM ;MANAUS
SP ;VINHEDO
SP ;PONTAL
SP ;RIBEIRÃO PRETO
SP ;RIBEIRÃO PRETO
CE ;TIANGUÁ
SE ;ESTÂNCIA
SP ;PIRACICABA
RS ;BOM PRINCÍPIO
PE ;RECIFE
RJ ;RIO DE JANEIRO
RJ ;ITAPERUNA
PR ;PINHAIS
SP ;SÃO PAULO
SP ;ESPÍRITO SANTO DO PINHAL
RN ;NATAL
MG ;FRUTAL
RS ;SANTA CRUZ DO SUL
MA ;IMPERATRIZ
RJ ;MARICÁ
RJ ;RIO DE JANEIRO
RO ;PORTO VELHO
RS ;PORTO ALEGRE
MG ;POUSO ALEGRE
SP ;SÃO JOÃO DA BOA VISTA
RS ;PORTO ALEGRE
ES ;LINHARES
MG ;ANDRADAS
MG ;POÇOS DE CALDAS
MG ;ANDRADAS
RN ;GUAMARÉ
RJ ;RIO DE JANEIRO
AM ;MANAUS
RJ ;DUQUE DE CAXIAS
BA ;LAURO DE FREITAS
SP ;SÃO PAULO
MG ;BAMBUÍ
PR ;ARAUCÁRIA
SP ;PORTO FERREIRA
SP ;MATÃO
MG ;GUAPÉ
SP ;SÃO PAULO
SP ;SANTO ANDRÉ
SP ;JUNDIAÍ
BA ;LAURO DE FREITAS
MG ;NOVA LIMA
MG ;BELO HORIZONTE
MG ;BELO HORIZONTE
GO ;TRINDADE
SC ;DIONÍSIO CERQUEIRA
MG ;SÃO JOÃO NEPOMUCENO
SP ;FRANCA
RJ ;BELFORD ROXO
MG ;CONTAGEM
SP ;HORTOLÂNDIA
SP ;SÃO PAULO
SP ;SANTOS
PE ;CARUARU
ES ;LINHARES
PR ;PRUDENTÓPOLIS
SP ;SUMARÉ
SP ;ARARAQUARA
SP ;SÃO CARLOS
SP ;SÃO CARLOS
SP ;SÃO CARLOS
BA ;ITAPETINGA
RJ ;BELFORD ROXO
SP ;SÃO MIGUEL ARCANJO
RS ;CARAZINHO
SP ;SÃO CARLOS
RJ ;RIO DE JANEIRO
RS ;SÃO JOSÉ DO HORTÊNCIO
MG ;GOVERNADOR VALADARES
MG ;BELO HORIZONTE
PA ;CASTANHAL
RS ;PASSO FUNDO
SP ;SÃO PAULO
MG ;SERRANIA
PA ;BELÉM
RS ;FARROUPILHA
ES ;VITÓRIA
SC ;SÃO LOURENÇO DO OESTE
PR ;BANDEIRANTES
RJ ;RIO DE JANEIRO
MA ;SANTA INÊS
AM ;MANAUS
SC ;JOINVILLE
PR ;CURITIBA
RJ ;PETRÓPOLIS
RJ ;BARRA MANSA
PE ;JABOATÃO DOS GUARARAPES
GO ;APARECIDA DE GOIÂNIA
GO ;GOIÂNIA
MG ;DIVINÓPOLIS
MG ;DIVINÓPOLIS
MG ;DIVINÓPOLIS
MG ;DIVINÓPOLIS
MG ;DIVINÓPOLIS
MG ;DIVINÓPOLIS
MG ;FORMIGA
MG ;FORMIGA
MS ;CORUMBÁ
RO ;JI-PARANÁ
GO ;NERÓPOLIS
RS ;CACHOEIRINHA
PA ;BELÉM
RJ ;MACAÉ
DF ;CEILÂNDIA
SC ;FLORIANÓPOLIS
PE ;VITÓRIA DE SANTO ANTÃO
MG ;POÇOS DE CALDAS
RJ ;NOVA IGUAÇU
CE ;JUAZEIRO DO NORTE
RS ;SANTA ROSA
GO ;GOIÂNIA
PR ;CURITIBA
TO ;PALMAS
SP ;EMBU
BA ;ITABUNA
MG ;GOVERNADOR VALADARES
BA ;ITABUNA
BA ;BARREIRAS
SP ;JALES
CE ;FORTALEZA
SP ;JALES
SP ;FERNANDÓPOLIS
BA ;ITABUNA
PR ;PALMAS
MG ;POÇOS DE CALDAS
MA ;PRESIDENTE DUTRA
RS ;RODEIO BONITO
SP ;SÃO PAULO
RS ;PASSO FUNDO
PE ;ARCOVERDE
MG ;UBERLÂNDIA
MG ;CALDAS
PB ;SOUSA
SC ;FLORIANÓPOLIS
AL ;ARAPIRACA
CE ;FORTALEZA
MT ;TANGARÁ DA SERRA
TO ;PALMAS
PE ;RECIFE
GO ;ANÁPOLIS
MG ;MONTE SIÃO
MG ;IPATINGA
GO ;RIO VERDE
SC ;JOAÇABA
RJ ;NOVA IGUAÇU
PB ;SÃO BENTO
PB ;GUARABIRA
BA ;ILHÉUS
PI ;PAULISTANA
TO ;ARAGUAÍNA
PE ;CARUARU
RO ;PORTO VELHO
MG ;GOVERNADOR VALADARES
MG ;GOVERNADOR VALADARES
SP ;SANTA GERTRUDES
SP ;SÃO PAULO
BA ;VITÓRIA DA CONQUISTA
SP ;CARAGUATATUBA
SC ;SÃO JOSÉ
MG ;MIRAÍ
PB ;JOÃO PESSOA
SC ;JOINVILLE
SP ;MARÍLIA
PB ;JOÃO PESSOA
RN ;MOSSORÓ
PB ;JOÃO PESSOA
BA ;IRECÊ
SP ;CARAGUATATUBA
PR ;PONTA GROSSA
PR ;APUCARANA
SP ;JACAREÍ
SP ;SÃO JOSÉ DOS CAMPOS
MG ;CABO VERDE
SP ;FERNANDÓPOLIS
SP ;ITAQUAQUECETUBA
SP ;JALES
MG ;UBERLÂNDIA
MG ;CABO VERDE
RS ;São lourenço do sul
MG ;UBERLÂNDIA
MG ;UBERLÂNDIA
MG ;UBERLÂNDIA
MG ;VARGINHA
MG ;BELO HORIZONTE
MA ;ITAPECURU MIRIM
GO ;APARECIDA DE GOIÂNIA
ES ;FUNDÃO
CE ;ITAREMA
RJ ;TERESÓPOLIS
SP ;SALTO DE PIRAPORA
RS ;NOVO HAMBURGO
PR ;CAMPO MOURÃO
ES ;SÃO MATEUS
SP ;SÃO PAULO
PA ;SANTARÉM
RS ;RIO GRANDE
SP ;ARUJÁ
ES ;CASTELO
ES ;CACHOEIRO DE ITAPEMIRIM
TO ;GURUPI
RS ;CAXIAS DO SUL
AL ;ARAPIRACA
CE ;FORTALEZA
SP ;SÃO VICENTE
MT ;ARIPUANÃ
PR ;PATO BRANCO
PB ;BELÉM
RS ;GUAPORÉ
SP ;MOGI-MIRIM
SP ;CAMPINAS
SP ;SÃO PAULO
SP ;SÃO PAULO
SC ;JARAGUÁ DO SUL
RJ ;MIRACEMA
AL ;MACEIÓ
SC ;CRICIÚMA
RS ;CAXIAS DO SUL
GO ;ANÁPOLIS
GO ;ÁGUAS LINDAS DE GOIÁS
MG ;NOVA RESENDE
SC ;CRICIÚMA
SC ;JOAÇABA
MG ;MUZAMBINHO
MG ;BELO HORIZONTE
RJ ;RIO DE JANEIRO
MG ;ARCOS
MG ;BOTELHOS
MG ;POÇOS DE CALDAS
SP ;SÃO PAULO
